el,A,Z_+,state,ME_keV,ME_unc_keV,Ex_keV,Ex_unc_keV,Ex_origin,t_1_2,t_1_2_unit,t_1_2_unc,JP,T,ensdf,ref,yr,decay,extrapol,Z,N,mass_prec,isolde_yields,isolde_yields_log
204Ra,204,880,,6061.0,9.0,,,,60,ms,9,0+,,10.0,,1995,A~100;B+ ?,False,88,116,4.6984760428717385e-08,,
205Ir,205,770,,-5600.0,500.0,,,,1.0,s,>300ns,3/2+.0,,20.0,,2012,B- ?;B-n ?,True,77,128,2.5971742536414593e-06,,
205Pt,205,780,,-12820.0,300.0,,,,2.0,s,>300ns,9/2+.0,,20.0,,2009,B- ?,True,78,127,1.5582565809798928e-06,,
205Au,205,790,,-18570.0,200.0,,,,32.0,s,1.4,3/2+.0,,20.0,,1994,B-=100,True,79,126,1.0388136733921115e-06,,
205Au,205,791,m,-17660.0,200.0,907.0,5.0,,6,s,2,11/2-.0,,20.0,,2009,IT=?;B-=?,True,79,126,1.0388185834743282e-06,,
205Au,205,792,n,-15720.0,200.0,2849.7,0.4,,163,ns,5,19/2+.0,,20.0,,2011,IT=100,True,79,126,1.0388290512770862e-06,,
205Hg,205,800,,-22288.0,4.0,,,,5.14,m,0.09,1/2-*,,20.0,,1940,B-=100,False,80,125,2.077601181704538e-08,1.80e+8,19.008467408854486
205Hg,205,801,m,-20732.0,4.0,1556.4,0.3,,1.09,ms,0.04,13/2+,,20.0,,1985,IT=100,False,80,125,2.077617972739988e-08,1.80e+8,19.008467408854486
205Hg,205,802,n,-18971.0,4.0,3316.6,0.8,,5.89,us,0.18,(23/2-),,20.0,,2011,IT=100,False,80,125,2.077636976289388e-08,1.80e+8,19.008467408854486
205Tl,205,810,,-23820.8,1.2,,,,stbl,,,1/2+*,,20.0,,1931,IS=70.485 44,False,81,124,6.2327957927894465e-09,,
205Tl,205,811,m,-20530.2,1.2,3290.61,0.17,,2.6,us,0.2,25/2+,,20.0,,1976,IT=100,False,81,124,6.232902321597183e-09,,
205Tl,205,812,n,-18985.2,1.9,4835.6,1.5,,235,ns,10,(35/2-),,20.0,,2004,IT=100,False,81,124,9.868841205281736e-09,,
205Pb,205,820,,-23770.2,1.1,,,,17.0,My,0.9,5/2-,,20.0,,1954,EC=100,False,82,123,5.713436025344695e-09,,
205Pb,205,821,m,-23767.9,1.1,2.329,0.007,,24.2,us,0.4,1/2-,,20.0,,1994,IT=100,False,82,123,5.713436093598975e-09,,
205Pb,205,822,n,-22756.4,1.1,1013.85,0.03,,5.55,ms,0.02,13/2+,,20.0,,1960,IT=100,False,82,123,5.713466110802627e-09,,
205Pb,205,823,p,-20574.4,1.3,3195.8,0.6,,217,ns,5,25/2-,,20.0,,1973,IT=100,False,82,123,6.75235465834913e-09,,
205Bi,205,830,,-21066.0,5.0,,,,14.91,d,0.07,9/2-*,,20.0,,1951,B+=100,False,83,122,2.5970702989427718e-08,,
205Bi,205,831,m,-19569.0,5.0,1497.17,0.09,,7.9,us,0.7,1/2+,,20.0,,1972,IT=100,False,83,122,2.597090492953561e-08,,
205Bi,205,832,n,-19001.0,5.0,2064.7,0.4,,100,ns,6,21/2+,,20.0,,1978,IT=100,False,83,122,2.5970981551587434e-08,,
205Bi,205,833,p,-18927.0,5.0,2139.0,0.7,,220,ns,25,25/2+,,20.0,,1978,IT=100,False,83,122,2.5970991534071133e-08,,
205Po,205,840,,-17521.0,10.0,,,,1.74,h,0.08,5/2-*,,20.0,,1951,B+=99.960 12;A=0.040 12,False,84,121,5.194271135001953e-08,6.00e+7,17.909855120186375
205Po,205,841,m,-17378.0,10.0,143.166,0.015,,310,ns,60,1/2-,,20.0,,1960,IT=100,False,84,121,5.1942749932095444e-08,6.00e+7,17.909855120186375
205Po,205,842,n,-16641.0,10.0,880.31,0.04,,645,us,20,13/2+,,20.0,,1962,IT=100,False,84,121,5.19429487790879e-08,6.00e+7,17.909855120186375
205Po,205,843,p,-16060.0,10.0,1461.21,0.21,,57.4,ms,0.9,19/2-,,20.0,,1973,IT=100,False,84,121,5.194310553742379e-08,6.00e+7,17.909855120186375
205Po,205,844,q,-14434.0,10.0,3087.2,0.4,,115,ns,10,29/2-,,20.0,,1985,IT=100,False,84,121,5.1943544249947345e-08,6.00e+7,17.909855120186375
205At,205,850,,-12985.0,12.0,,,,26.9,m,0.8,9/2-*,,20.0,,1951,B+=90 2;A=10 2,False,85,120,6.23331410134789e-08,1.20e+8,18.60300230074632
205At,205,851,m,-10645.0,12.0,2339.64,0.23,,7.76,us,0.14,29/2+,,20.0,,1982,IT=100,False,85,120,6.233389867967968e-08,1.20e+8,18.60300230074632
205Rn,205,860,,-7710.0,5.0,,,,170,s,4,5/2-*,,20.0,,1967,B+=75.4 9;A=24.6 9,False,86,119,2.5973028255746795e-08,7.20e+7,18.09217667698033
205Rn,205,861,m,-7053.0,5.0,657.1,0.5,,>10,s,,13/2+.0,,20.0,,2010,IT~100;A ?;B+ ?,False,86,119,2.5973116898252372e-08,7.20e+7,18.09217667698033
205Fr,205,870,,-1310.0,8.0,,,,3.90,s,0.07,9/2-*,,20.0,,1964,A=98.5 4;B+=1.5 4,False,87,118,4.155850604617219e-08,2.00e+7,16.811242831518264
205Fr,205,871,m,-766.0,8.0,544.0,1.0,,80,ns,20,13/2+,,20.0,,2012,IT=100,False,87,118,4.155862348994497e-08,2.00e+7,16.811242831518264
205Fr,205,872,n,-701.0,10.0,609.0,6.0,,1.15,ms,0.04,(1/2+),,20.0,,2012,IT=100,False,87,118,5.194829690349138e-08,2.00e+7,16.811242831518264
205Ra,205,880,,5804.0,23.0,,,,220,ms,50,3/2-,,20.0,,1987,A~100;B+ ?,False,88,117,1.1948592337328504e-07,,
205Ra,205,881,m,6067.0,11.0,263.0,25.0,,180,ms,50,13/2+,,20.0,,1995,A~100;IT ?;B+ ?,False,88,117,5.714551969097998e-08,,
205Ac,205,890,,14110.0,60.0,,,,80,ms,60,9/2-,,20.0,,2014,A~100;B+ ?,False,89,116,3.117179538366386e-07,,
206Pt,206,780,,-9240.0,300.0,,,,500.0,ms,>300ns,0+,,13.0,,2012,B- ?;B-n ?,True,78,128,1.5507174813653048e-06,,
206Au,206,790,,-14190.0,300.0,,,,47,s,11,6+.0,,16.0,,2009,B-=100,True,79,127,1.5506881709892518e-06,,
206Hg,206,800,,-20946.0,20.0,,,,8.32,m,0.07,0+,,8.0,,1961,B-=100,False,80,126,1.0337629243386755e-07,1.50e+8,18.82614585206053
206Hg,206,801,m,-18844.0,20.0,2102.4,0.3,,2.088,us,0.017,5-,,8.0,,1982,IT=100,False,80,126,1.0337741561380944e-07,1.50e+8,18.82614585206053
206Hg,206,802,n,-17224.0,20.0,3722.3,1.0,,106,ns,3,(10+),,8.0,,2001,IT=100,False,80,126,1.0337828125915276e-07,1.50e+8,18.82614585206053
206Tl,206,810,,-22253.3,1.3,,,,4.202,m,0.011,0-*,,8.0,,1935,B-=100,False,81,125,6.719458523082411e-09,,
206Tl,206,811,m,-19610.2,1.3,2643.1,0.18,,3.74,m,0.03,(12)-,,8.0,,1976,IT=100,False,81,125,6.719550323515628e-09,,
206Pb,206,820,,-23785.5,1.1,,,,stbl,,>2.5Zy,0+,,8.0,,1927,IS=24.1 30;A ?,False,82,124,5.685688653471078e-09,,
206Pb,206,821,m,-21585.3,1.1,2200.16,0.04,,125,us,2,7-,,8.0,,1953,IT=100,False,82,124,5.685753314195001e-09,,
206Pb,206,822,n,-19758.2,1.3,4027.3,0.7,,202,ns,3,12+,,8.0,,1971,IT=100,False,82,124,6.719590104101199e-09,,
206Bi,206,830,,-20028.0,8.0,,,,6.243,d,0.003,6+*,,8.0,,1947,B+=100,False,83,123,4.1351542490041765e-08,,
206Bi,206,831,m,-19968.0,8.0,59.897,0.017,,7.7,us,0.2,4+,,8.0,,1957,IT=100,False,83,123,4.135155531467124e-08,,
206Bi,206,832,n,-18983.0,8.0,1044.8,0.7,,890,us,10,10-,,8.0,,1974,IT=100,False,83,123,4.1351765853475685e-08,,
206Bi,206,833,p,-10795.0,8.0,9233.3,0.8,,155,ns,15,(28-),,,,2012,IT=100,False,83,123,4.135351608035134e-08,,
206Bi,206,834,q,-9858.0,8.0,10170.5,0.8,,>2,us,,(31+),,,,2012,IT=100,False,83,123,4.135371637834084e-08,,
206Po,206,840,,-18189.0,4.0,,,,8.8,d,0.1,0+,,8.0,,1947,B+=94.55 5;A=5.45 5,False,84,122,2.0676106008686402e-08,,
206Po,206,841,m,-16603.0,4.0,1585.9,0.11,,232,ns,4,8+,,8.0,,1970,IT=100,False,84,122,2.067627551436514e-08,,
206Po,206,842,n,-15927.0,4.0,2262.09,0.12,,1.05,us,0.06,9-,,8.0,,1970,IT=100,False,84,122,2.0676347763531983e-08,,
206At,206,850,,-12439.0,14.0,,,,30.6,m,0.8,(6)+*,,8.0,,1961,B+=99.10 8;A=0.90 8,False,85,121,7.236900578121676e-08,6.70e+6,15.717618084361195
206At,206,851,m,-11629.0,14.0,810.0,2.0,,813,ns,21,(10)-,,8.0,,1999,IT=100,False,85,121,7.236930879613753e-08,6.70e+6,15.717618084361195
206Rn,206,860,,-9133.0,9.0,,,,5.67,m,0.17,0+,,8.0,,1954,A=62 3;B+=38 3,False,86,120,4.6524038393980785e-08,1.30e+8,18.683045008419857
206Fr,206,870,,-1247.0,28.0,,,,~16,s,,3+*,,8.0,,1964,A=88.4 33;B+=11.6 33,False,87,119,1.4474832124369407e-07,3.60e+6,15.096444403426338
206Fr,206,871,m,-1048.0,28.0,200.0,40.0,IT,~16,s,,7+*,,8.0,,1964,A=84.7 15;B+ ?;IT ?,False,87,119,1.4474847015324812e-07,3.60e+6,15.096444403426338
206Fr,206,872,n,-517.0,28.0,730.0,40.0,,700,ms,100,10-*,,8.0,,1983,IT=?;A=13 2,False,87,119,1.4474886749632149e-07,3.60e+6,15.096444403426338
206Ra,206,880,,3566.0,18.0,,,,240,ms,20,0+,,8.0,,1967,A~100;B+ ?,False,88,118,9.305542972664625e-08,,
206Ac,206,890,,13480.0,70.0,,,,25,ms,7,3+,,8.0,,1998,A~100;B+ ?,False,89,117,3.619031950466496e-07,,
206Ac,206,891,m,13690.0,30.0,200.0,70.0,AD,41,ms,16,10-,,8.0,,1996,A~100;B+ ?,False,89,117,1.5510153770093313e-07,,
207Pt,207,780,,-4140.0,400.0,,,,600.0,ms,>300ns,9/2+.0,,13.0,,2012,B- ?;B-n ?,True,78,129,2.057684064370451e-06,,
207Au,207,790,,-10640.0,300.0,,,,3.0,s,>300ns,3/2+.0,,11.0,,2010,B- ?;B-n ?,True,79,128,1.543221714330251e-06,,
207Hg,207,800,,-16487.0,30.0,,,,2.9,m,0.2,9/2+,,11.0,,1982,B-=100,False,80,127,1.5431855661405412e-07,,
207Tl,207,810,,-21034.0,5.0,,,,4.77,m,0.02,1/2+*,,11.0,,1908,B-=100,False,81,126,2.5719328978730403e-08,5.00e+7,17.72753356339242
207Tl,207,811,m,-19686.0,5.0,1348.18,0.16,,1.33,s,0.11,11/2-,,11.0,,1965,IT~100;B- ?,False,81,126,2.5719507316021868e-08,5.00e+7,17.72753356339242
207Pb,207,820,,-22452.0,1.1,,,,stbl,,>1.9Zy,1/2-*,,11.0,,1927,IS=22.1 50;A ?,False,82,125,5.658248746835092e-09,,
207Pb,207,821,m,-20818.6,1.1,1633.356,0.004,,806,ms,5,13/2+,,11.0,,1951,IT=100,False,82,125,5.6582962877556435e-09,,
207Bi,207,830,,-20054.6,2.4,,,,31.22,y,0.17,9/2-,,11.0,,1950,B+=100,False,83,124,1.2345504367801082e-08,,
207Bi,207,831,m,-17953.0,2.4,2101.61,0.16,,182,us,6,21/2+,,11.0,,1967,IT=100,False,83,124,1.2345637830894877e-08,,
207Po,207,840,,-17146.0,7.0,,,,5.80,h,0.02,5/2-*,,11.0,,1947,B+~100;A=0.021 2,False,84,123,3.6008499381078195e-08,,
